movie_UiD,title,genres
20216,Death Rides a Horse (Da uomo a uomo),"action, western"
20217,"Goodbye, Mr. Chips","drama, musical, romance"
20218,Journey to the Far Side of the Sun (a.k.a. DoppelgÃ¤nger),"fantasy, mystery, sci-fi, thriller"
20219,Last Summer,drama
20220,My Night At Maud's (Ma Nuit Chez Maud),"comedy, drama, romance"
20221,"Magic Christian, The",comedy
20222,Marlowe,"crime, drama, mystery"
20223,More,"crime, drama, romance"
20224,Moonshine County Express,"action, crime, drama"
20225,"Reivers, The","comedy, drama"
20226,Taste the Blood of Dracula,horror
20227,"Joke, The (Zert)",drama
20228,...tick... tick... tick...,"action, drama"
20229,Suntan,"comedy, drama, romance"
20230,Brewster McCloud,comedy
20231,"Violent City (Family, The) (CittÃ  violenta)","action, crime, drama"
20232,Dirty Dingus Magee,"comedy, western"
20233,Dodes'ka-den (Clickety-Clack),"drama, fantasy"
20234,Gamera vs. Jiger,"action, fantasy, sci-fi"
20235,"Claire's Knee (Genou de Claire, Le)","comedy, romance"
20236,"Hi, Mom!",comedy
20237,House of Dark Shadows,"drama, horror, romance"
20238,"Swedish Love Story, A (KÃ¤rlekshistoria, En)","drama, romance"
20239,On a Clear Day You Can See Forever,"comedy, musical, romance"
20240,Performance,"crime, drama, thriller"
20241,Rejs,comedy
20242,A.C.A.B.: All Cops Are Bastards,"action, crime, drama"
20243,Queenie in Love,(no genres listed)
20244,Long Live Death (Viva la muerte),"drama, war"
20245,"White Sun of the Desert, The (Beloe solntse pustyni)","action, adventure, comedy, drama, romance, war"
20246,Zabriskie Point,"drama, romance"
20247,A Drummer's Dream,documentary
20248,"Beguiled, The","drama, thriller, war"
20249,The Devils,drama
20250,Evil Roy Slade,"comedy, western"
20251,"Go-Between, The","drama, romance"
20252,Johnny Got His Gun,"drama, war"
20253,Lawman,western
20254,They Call Me Trinity,"comedy, western"
20255,The Sixth,(no genres listed)
20256,Mon Oncle Antoine,drama
20257,"New Leaf, A","comedy, romance"
20258,Nicholas and Alexandra,"drama, war"
20259,Von Richthofen and Brown,"action, drama, war"
20260,Scars of Dracula,horror
20261,Support Your Local Gunfighter,"comedy, romance, western"
20262,Sweet Sweetback's Baadasssss Song,"crime, drama, thriller"
20263,"Topo, El","fantasy, western"
20264,"Emigrants, The (Utvandrarna)",drama
20265,Ghayal Once Again,(no genres listed)
20266,Hannibal Takes Edinburgh,(no genres listed)
20267,Goodbye Mr. Loser,"comedy, romance"
20268,Fiend with the Electronic Brain (Blood of Ghastly Horror),"horror, sci-fi"
20269,Brother John,"drama, sci-fi"
20270,Dr. Phibes Rises Again,"adventure, comedy, horror, romance"
20271,Get to Know Your Rabbit,comedy
20272,The Tall Blond Man with One Black Shoe,"comedy, mystery"
20273,Lone Wolf and Cub: Sword of Vengeance (Kozure Ãkami: Kowokashi udekashi tsukamatsuru),"action, crime"
20274,Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ãkami: Sanzu no kawa no ubaguruma),"action, adventure"
20275,Fatal Frame,horror
20276,Payday,drama
20277,"My Love, Don't Cross That River",documentary
20278,Slither,"comedy, crime, thriller"
20279,Above and Below,documentary
20280,Traffic (Trafic),comedy
20281,Frankenstein vs. The Mummy,horror
20282,"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob)",comedy
20283,Charley Varrick,"crime, drama, thriller"
20284,Dark Star,"comedy, sci-fi, thriller"
20285,"Delicate Balance, A",drama
20286,Dracula,horror
20287,Emperor of the North (Emperor of the North Pole),"action, drama, thriller"
20288,Executive Action,"crime, drama"
20289,"Glass Menagerie, The",drama
20290,Alien vs. Ninja,"action, horror, sci-fi, thriller"
20291,My Name Is Nobody (Il Mio nome Ã¨ Nessuno),"comedy, western"
20292,Invasion of the Bee Girls,"horror, mystery, sci-fi"
20293,Lemora: A Child's Tale of the Supernatural,horror
20294,Save the Tiger,drama
20295,Scarecrow,drama
20296,Sisters,"horror, thriller"
20297,"Spook Who Sat by the Door, The","action, crime, drama"
20298,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"action, animation, crime, sci-fi"
20299,Theatre of Blood,"comedy, horror, mystery"
20300,Five Fingers of Death,"action, drama, romance"
20301,Turkish Delight (Turks fruit),"drama, romance"
20302,Walking Tall,"action, crime, drama, thriller"
20303,Butley,drama
20304,California Split,"comedy, drama"
20305,"Cars That Ate Paris, The","comedy, horror, thriller"
20306,Conrack,drama
20307,Let Sleeping Corpses Lie (Non si deve profanare il sonno dei morti),horror
20308,Emmanuelle,"drama, romance"
20309,"Phantom of Liberty, The (FantÃ´me de la libertÃ©, Le)","comedy, drama"
20310,Flesh for Frankenstein (a.k.a. Andy Warhol's Frankenstein),"drama, horror, sci-fi"
20311,GÃ©nÃ©ral Idi Amin Dada: A Self Portrait (GÃ©nÃ©ral Idi Amin Dada: Autoportrait),"documentary, war"
20312,"Groove Tube, The",comedy
20313,Harry and Tonto,"comedy, drama"
20314,Hearts and Minds,"documentary, war"
20315,"Holy Mountain, The (MontaÃ±a sagrada, La)",drama
20316,"Little Prince, The","children, musical, sci-fi"
20317,Pablo,(no genres listed)
20318,Love Is in the Air,"comedy, romance"
20319,"Terminal Man, The","sci-fi, thriller"
20320,Thieves Like Us,"crime, drama, romance"
20321,I Am Wrath,"action, crime, drama, thriller"
20322,"Adventure of Sherlock Holmes' Smarter Brother, The","comedy, crime, mystery"
20323,"Adventures of the Wilderness Family, The","adventure, children, drama"
20324,Cousin cousine,"comedy, romance"
20325,Dolemite,"action, comedy, crime, mystery, thriller"
20326,"Twelve Tasks of Asterix, The (Les douze travaux d'AstÃ©rix)","action, adventure, animation, children, comedy, fantasy"
20327,Emmanuelle 2,drama
20328,"Farewell, My Lovely","crime, mystery, thriller"
20329,"Fortune, The","comedy, crime, romance"
20330,French Connection II,"action, crime, drama, thriller"
20331,"Great Waldo Pepper, The","drama, romance"
20332,"Story of Adele H., The (Histoire d'AdÃ¨le H., L')",drama
20333,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)","comedy, drama, romance"
20334,Night Moves,"crime, thriller"
20335,"Passenger, The (Professione: reporter)",drama
20336,Because They're Young,drama
20337,"Hand of Death, The (Shao Lin men)",action
20338,Sister Street Fighter (Onna hissatsu ken),"action, drama"
20339,Supervixens,"comedy, thriller"
20340,Trilogy of Terror,"horror, thriller"
20341,1900 (Novecento),"drama, war"
20342,"Small Change (Argent de poche, L')","comedy, drama"
20343,Twenty Days Without War (Dvadtsat dney bez voyny),"drama, romance, war"
20344,From Noon Till Three,"comedy, romance, western"
20345,Futureworld,"sci-fi, thriller"
20346,Harlan County U.S.A.,documentary
20347,Hollywood Boulevard,comedy
20348,"Marquise of O, The (Marquise von O..., Die)",drama
20349,MaÃ®tresse (Mistress),"drama, romance"
20350,"Message, The (a.k.a. Mohammad: Messenger of God)","adventure, drama, war"
20351,The Missouri Breaks,"drama, western"
20352,"Slave of Love, A (Raba lyubvi)","drama, romance"
20353,Ghost of Dragstrip Hollow,"comedy, horror"
20354,Held Up,comedy
20355,Up!,comedy
20356,Who Can Kill a Child? (a.k.a. Island of the Damned) (Â¿QuiÃ©n puede matar a un niÃ±o?),"horror, mystery, thriller"
20357,Jesus of Nazareth,drama
20358,ABBA: The Movie,musical
20359,ì¤íëì,(no genres listed)
20360,Demon Seed,"horror, sci-fi, thriller"
20361,"Man Who Loved Women, The (Homme qui aimait les femmes, L')","comedy, drama, romance"
20362,"Hound of the Baskervilles, The","comedy, crime, mystery"
20363,"Hell Without Limits (Lugar sin lÃ­mites, El)",drama
20364,"New York, New York","drama, musical, romance"
20365,Providence,drama
20366,"Turning Point, The","drama, romance"
20367,"Rutles: All You Need Is Cash, The",comedy
20368,The Rescue,"action, adventure, drama"
20369,Brass Target,"action, drama, mystery, thriller"
20370,Capricorn One,"drama, sci-fi, thriller"
20371,Gates of Heaven,documentary
20372,Last Hurrah for Chivalry (Hao xia),"action, drama"
20373,Harper Valley P.T.A.,comedy
20374,In Praise of Older Women,drama
20375,Perfect Strangers,"comedy, drama"
20376,"Clonus Horror, The","horror, sci-fi"
20377,"Grapes of Death, The (Raisins de la mort, Les)",horror
20378,"Adventures of Picasso, The (Picassos Ã¤ventyr)",comedy
20379,The Gathering Storm,drama
20380,Snake in the Eagle's Shadow (Se ying diu sau),"action, comedy"
20381,"Wedding, A","comedy, drama"
20382,Best Boy,documentary
20383,French Fried Vacation 2 (Les bronzÃ©s font du ski),comedy
20384,Buffet froid,"comedy, crime"
20385,Russell Howard Live: Dingledodies,comedy
20386,I as in Icarus (I... comme Icare),thriller
20387,11.22.63,"drama, thriller"
20388,Neuilly Yo Mama!,comedy
20389,Love at First Bite,"comedy, horror, romance"
20390,"Luna, La",drama
20391,Opening Night,drama
20392,Quintet,"mystery, sci-fi"
20393,Rockers,"comedy, drama, musical"
20394,Starting Over,"comedy, romance"
20395,Barnens Ã¶,"adventure, children, drama"
20396,Obsessed,"drama, thriller"
20397,Defiance,"action, crime, drama"
20398,Tomorrow's Another Day,comedy
20399,"Hitch Hikers Guide to the Galaxy, The","adventure, comedy, sci-fi"
20400,Crisis Hotline: Veterans Press 1,documentary
20401,Genocide,documentary
20402,Pelle SvanslÃ¶s,"animation, children"
20403,The Emperor's New Clothes,documentary
20404,Treasure of the Yankee Zephyr,"action, adventure, drama"
20405,"Blue and the Gray, The","drama, war"
20406,Smiley's People,"drama, mystery"
20407,"Scarlet Pimpernel, The","action, drama, romance"
20408,Chrome and Hot Leather,"action, thriller"
20409,Bad Boys,"crime, drama, thriller"
20410,Barefoot Gen (Hadashi no Gen),"animation, drama, war"
20411,Blue Thunder,"action, crime, drama"
20412,D.C. Cab,"action, comedy"
20413,The Black Gestapo,crime
20414,"Day After, The","drama, sci-fi"
20415,Deal of the Century,comedy
20416,Doctor Detroit,comedy
20417,"Norte, El","adventure, drama"
20418,White Tiger,"action, adventure, fantasy, war"
20419,Adjustment and Work,documentary
20420,Lianna,"drama, romance"
20421,Merry Christmas Mr. Lawrence,"drama, war"
20422,Black & White: The Dawn of Assault,"action, comedy"
20423,"Pirates of Penzance, The","adventure, comedy, musical, romance"
20424,"Raiders of Atlantis, The","action, mystery, sci-fi"
20425,First Name: Carmen (PrÃ©nom Carmen),"crime, drama, romance"
20426,Rock & Rule,"animation, fantasy, musical, sci-fi"
20427,Sugar Cane Alley (Rue cases nÃ¨gres),drama
20428,Rumble Fish,drama
20429,"Makioka Sisters, The (Sasame-yuki)","drama, romance"
20430,Star 80,drama
20431,"Star Chamber, The","action, crime, drama, thriller"
20432,Strange Invaders,"drama, romance, sci-fi"
20433,Stroker Ace,"action, comedy, romance"
20434,To Be or Not to Be,"comedy, romance, war"
20435,"4th Man, The (Fourth Man, The) (Vierde man, De)","drama, mystery, thriller"
20436,Suburbia,drama
20437,Yellowbeard,"action, adventure, comedy"
20438,One Deadly Summer (L'Ã©tÃ© meurtrier),"comedy, drama, mystery"
20439,Another Country,"drama, romance"
20440,Boy Meets Girl,drama
20441,My Super Psycho Sweet 16,horror
20442,Choose Me,"comedy, romance"
20443,"Christmas Carol, A","drama, fantasy"
20444,Veeram,action
20445,Comfort and Joy,comedy
20446,Dangerous Moves (La diagonale du fou),"drama, thriller"
20447,Electric Dreams,"comedy, drama, romance, sci-fi"
20448,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure)","adventure, children, fantasy, sci-fi"
20449,Engeyum Eppodhum,drama
20450,"Hit, The","crime, drama, thriller"
20451,"Ice Pirates, The","action, adventure, comedy, sci-fi"
20452,Irreconcilable Differences,"comedy, drama, romance"
20453,"Last Polka, The","comedy, musical"
20454,Sondheim! The Birthday Concert,(no genres listed)
20455,Villan,"action, crime"
20456,Full Moon in Paris (Les nuits de la pleine lune),"drama, romance"
20457,Racing with the Moon,"comedy, drama, romance"
20458,"Times of Harvey Milk, The",documentary
20459,Drunken Tai Chi (Siu taai gik),"action, comedy"
20460,What Have I Done to Deserve This? (Â¿QuÃ© he hecho yo para merecer esto!!),"comedy, drama"
20461,Asterix vs. Caesar (AstÃ©rix et la surprise de CÃ©sar),"adventure, animation, children, comedy"
20462,Barbarian Queen,"action, adventure, fantasy"
20463,Deaf,documentary
20464,Beer,comedy
20465,B.A. Pass,drama
20466,Bliss,"comedy, drama"
20467,Creator,"comedy, drama, romance"
20468,Death of a Salesman,drama
20469,Demons (DÃ¨moni),horror
20470,Heaven Help Us,"comedy, drama"
20471,Mr. Vampire (Geung si sin sang),"comedy, fantasy, horror"
20472,Police Story (Ging chaat goo si),"action, comedy, crime, thriller"
20473,Embers,sci-fi
20474,Nine Deaths of the Ninja,action
20475,Pelle SvanslÃ¶s i Amerikatt,"animation, children"
20476,"Quiet Earth, The","drama, mystery, sci-fi"
20477,Once Upon a Time in High School,"action, drama, romance"
20478,Target,"action, drama, thriller"
20479,"Unknown Soldier, The (Tuntematon sotilas)","drama, war"
20480,Vision Quest,"drama, romance"
20481,White Nights,drama
20482,Broken Side of Time,drama
20483,'Round Midnight,"drama, musical"
20484,Asterix in Britain (AstÃ©rix chez les Bretons),"adventure, animation, children, comedy"
20485,"Best of Times, The","comedy, drama"
20486,Club Paradise,comedy
20487,AmÃ©lie au pays des Bodin's,comedy
20488,Dead End Drive-In,"action, drama, horror, sci-fi, thriller"
20489,Flodder,comedy
20490,Cherry Tree,horror
20491,Ginger and Fred (Ginger e Fred),"comedy, drama"
20492,Nobody's Fool,"comedy, romance"
20493,"Sacrifice, The (Offret - Sacraficatio)",drama
20494,"Park Is Mine, The","action, drama, thriller"
20495,Sherman's March,documentary
20496,Solarbabies,"action, drama, sci-fi"
20497,"Better Tomorrow, A (Ying hung boon sik)","crime, drama, thriller"
20498,"Decalogue, The (Dekalog)","crime, drama, romance"
20499,Dragons Forever,"action, comedy, romance"
20500,G.I. Joe: The Movie,"action, adventure, animation, children, fantasy, sci-fi"
20501,Max Havoc: Curse Of The Dragon,action
20502,Hell Comes to Frogtown,"action, comedy, sci-fi"
20503,Where Is the Friend's Home? (Where Is My Friend's House?) (Khane-ye doust kodjast?),drama
20504,Leif,"comedy, musical"
20505,"Law of Desire (Ley del deseo, La)","comedy, drama, romance"
20506,Malone,"action, drama, thriller"
20507,Die Wolke,"sci-fi, thriller"
20508,Pathfinder (Ofelas),"action, adventure, drama"
20509,Prince of Darkness,"fantasy, horror, sci-fi, thriller"
20510,Do You Believe?,drama
20511,"Chinese Ghost Story, A (Sinnui yauwan)","action, fantasy, horror, romance"
20512,Alley Cats Strike,"children, comedy, drama"
20513,Street Smart,"crime, drama"
20514,The Cutting Edge 3: Chasing the Dream,"comedy, drama, romance"
20515,Weeds,drama
20516,"Whales of August, The",drama
20517,"Better Tomorrow II, A (Ying hung boon sik II)","crime, drama, thriller"
20518,Ashik Kerib,"drama, romance"
20519,Cannibal Women in the Avocado Jungle of Death,"action, comedy"
20520,Cobra Verde,"adventure, drama"
20521,Comic Book Confidential,documentary
20522,Tenchi the Movie 2: The Daughter of Darkness,"animation, fantasy, sci-fi"
20523,Pecos River,western
20524,Dominick and Eugene,drama
20525,StadtgesprÃ¤ch,comedy
20526,Frank and the Wondercat,documentary
20527,Jack's Back,"crime, horror, mystery, thriller"
20528,Moonwalker,musical
20529,Alice (Neco z Alenky),"animation, fantasy, mystery"
20530,Pascali's Island,drama
20531,Prison,"crime, drama, horror, thriller"
20532,Lamerica,(no genres listed)
20533,Split Decisions,"action, drama"
20534,Tales from the Gimli Hospital,"fantasy, horror"
20535,Landscape in the Mist (Topio stin omichli),drama
20536,Life Is a Long Quiet River (La vie est un long fleuve tranquille),comedy
20537,"World Apart, A",drama
20538,Reverb,horror
20539,Rhythm is it!,documentary
20540,Common Threads: Stories from the Quilt,documentary
20541,Slayers Premium,"adventure, animation, comedy, fantasy"
20542,Teen-Age Crime Wave,"crime, drama"
20543,Kiki's Delivery Service (Majo no takkyÃ»bin),"adventure, animation, children, drama, fantasy"
20544,Monsieur Hire,"crime, romance, thriller"
20545,Moon 44,"action, film-noir, sci-fi, thriller"
20546,Video Violence,horror
20547,Rikyu,drama
20548,Speaking Parts,drama
20549,Prime Suspect,"crime, drama, mystery, thriller"
20550,Boiling Point (3-4 x jÃ»gatsu),"action, comedy, crime"
20551,Almost an Angel,comedy
20552,Black Rainbow,thriller
20553,Mobile Suit Gundam: The 08th MS Team - Miller's Report,"action, animation, sci-fi, war"
20554,Bullet in the Head,"action, drama, war"
20555,Downtown,"action, comedy"
20556,Legend of Crystania: The Motion Picture,"action, animation, fantasy, sci-fi"
20557,Frankenhooker,"comedy, horror"
20558,"Garden, The",drama
20559,Ghost Dad,"comedy, fantasy"
20560,Old Man Khottabych,"adventure, children, fantasy"
20561,Havana,drama
20562,Shipwrecked (a.k.a. Haakon Haakonsen),"adventure, children"
20563,I Hired a Contract Killer,"comedy, drama"
20564,It,"drama, fantasy, horror, mystery, thriller"
20565,Ju Dou,drama
20566,"Krays, The",drama
20567,Slayers: The Motion Picture,"adventure, animation, comedy, fantasy"
20568,Narrow Margin,"crime, thriller"
20569,Close-Up (Nema-ye Nazdik),drama
20570,Nuns on the Run,"comedy, crime"
